,Review,Ground_Truth_Label
37,"This film actually manages to be mindless enjoyment for 2/3 of the journey. Sadly, the film ends up being too 'confused.' While I know some of the plot contrivances are standard of 'buddy cop' films I got drawn in to the characters who foil each other brilliantly but in the end the film relies too much on chase sequences as a crutch and I lost interest.<br /><br />The filmmakers did a great job of getting the characters alone and doing their own thing and we got to see who they are and identified with both cops early on. We formed our own opinion instead of being force fed a view of them through constant bickering.<br /><br />In the end there is too much going on and it detracts greatly from what could've been an enjoyable piece of escapism. Here's what's concerning Joe Gavilan (Harrison Ford) at the end of the film:<br /><br />1. His real estate deals 2. His affair with a radio psychic 3. He's being investigated by internal affairs 4. The homicide investigation<br /><br />If you add in Casey's concerns you fond out he wants to be an actor and avenge his father's death. Now some of these things do come together and even come together well but all the plot elements come together amidst this bogus chase that is so long and pathetic that I hardly have time to break my ennui and give a crap about what just happen. The impressive screenwriting acrobatics cannot overcome the bad filmmaking.<br /><br />As if a ridiculous chase sequence wasn't bad enough, one which has four separate sections and could last close to half an hour, wasn't bad enough, Joe Gavilan fields calls about his real estate deal while chasing the perpetrator with a gun. All these extra-curricular plot lines and jokes make it absolutely meaningless to me whether or not the criminal gets caught. We already forgot or no longer care about the murder plot at this point because multiple plot-lines and eye candy of the chases have numbed us beyond all comprehension.<br /><br />While I could go on about the chases and how they ruin a decent story, I won't. This could've been a very enjoyable formula film but it got much too big for its britches and it turned into a redundant waste of time. Harrison Ford and Josh Hartnett actually did rather well and a small appearance by Gladys Knight is worth noting. Sadly none of the actors can help this hopelessly misguided film from being forgettable.<br /><br />While this will probably be better than the likes of ""The Hulk"" and ""Lara Croft II"" that still doesn't make this film good. I once heard that Harrison Ford claimed to only make films that eh thought would make money, I'm not sure if that's true or not. What is true is that to get great box office you don't need a great movie or a great actor, this film has neither in its lead roles. My advice to Harrison Ford would be: to stick to Indiana Jones because at least you can still run.",Negative
38,"I love this movie. It's wacky, funny, violent, surreal, played out in a madman's head, and definitely not your usual comedy. <br /><br />If you don't find the film amusing then I guess it's just not for your tastes, so this is a tough one to write a review for.<br /><br />For reference, some other comedies I love are The Big Lebowski, The Princess Bride, and Zoolander (that one only got me the second time around). There are others, but my taste is definitely for the unusual, and I am willing to accept that most people just don't tend to like that kind of thing. I make no apologies for having an unusual sense of humour - at least I have one.<br /><br />The scenes and characters of this particular movie are well put together, the verbal humour is hilarious, the situations are intriguing, the acting is very good (as you would expect of the cast), though the acting demands made of the cast by the script are not particularly high. The overall package makes for fun, funny, watchable yet violent entertainment.",Positive
39,"Holy crap this movie was bad. I watched it just as a joke. It isn't even so bad that it's good in an unintentional way. This film seemed to be designed to personally make me angry. It worked really well at doing that. It's as if the people who made this just took all of the really annoying stuff about the movie PRIEST, added in a bunch of ugly dudes, took out anything interesting, funny, or even remotely sexy and clever out of the concoction, and then added in a bunch of old rotten cheese. That's all this is. Cheese. There isn't a single person this film could possibly connect to. There isn't any universe this film could possibly take place in. Why can't a film like this just be about enjoying life and being happy? Why did they have to make this already stupid idea for a film even more ridiculous than it already is? Why couldn't they at least even tried to make it an okay film, or even a B-movie. Now that I think of it, what they hell were they trying to do with this film? I watched it expecting a campy love story and instead I got some boring student project about some idiot who has to find the strength and courage to marry his boyfriend while his annoying Christian brother tried to destroy it all!!! No, I'm not joking. That's what it's about. Does that sound good? This film is pretty ignorant against people of the Christan religion, with it's stereotyping of all Christians being loudmouthed, rude, and hellbent on making as many people as miserable as possible. A lot of Christian people I know would never speak or act like these freaks. The film, however, is just as unfair and ignorant to the gay community as well. These have got to be the most tastelessly crafted stereotypical gay men since the guy on the radio station on that ROADKILL video game. It's so nerve wracking and simply irritating to the point that I wasn't able to fully pay attention to this film. The makers of this train-wreck had no strategy for set design, acting, camera angles, lighting, script, authenticity, or an idea to make this entertaining or interesting. There isn't even a single sex scene, or at least not a believable one. Jamie Brett Gabel was the only guy in the film that looked any good at all, but his good looks were sadly put to waste. This is trash. In a perfect world, this film would get voted a 0.0. It's worth 0 as a film alone. A mentally handicapped nun who is blind, deaf, and has tiny little bones for arms and legs and whose face is located on her armpit could write, direct, and produce a better film, and she'd probably be a better actor as well. the fact that this film exists is a crime against the word ""film"" itself. This film is so bad that other films should be ashamed of being available in the same watchable format. I could put a broom in a chair and then record it with a camera and then stop the film and then replace it with a mini x-mas tree and then record that and I've already made a film that will always be better than BEN & ARTHUR by at least half. There are only two things worse than death. Torture and watching BEN & ARTHUR. I'm a homosexual and I will probably be the gayest person you will ever meet if you ever met me, and I don't think I've ever been more offended by an entire film than I was by the first five seconds of this film alone. If this movie was a mistake, I will personally find a way to change the famous phrase ""It's okay to make mistakes"" to ""It's okay to make mistakes unless that mistake was BEN & ARTHUR."" You know how people always say things like, ""Good things come out of everything!""? I think that BEN & ARTHUR was primarily invented so that there could be something on this earth that nothing good would ever come out of. To call this movie the worst movie I've ever seen would be giving it WAY too much credit. It's as if this film were designed just so that it could qualify in a category of it's very own. There are good movies, there are bad movies, and then there's BEN & ARTHUR. This is BEN AND ARTHUR.",Negative
40,"William Shatner in small doses is tolerable. Unfortunately, instead of leaving his character as a minor irritation, and in that moderately amusing, it has been seen fit to enlarge his role and overdo it. Just as occurred in the original Star Trek series. I guess I will never understand American humour, which frequently goes 'over the top' to get the message through. I vote with my feet. I no longer watch the show, which is a shame, because the rest of the cast were good. It is pity that Shatner's overdone role also, affects James Spader's performance. But the majority demonstrate the way society is going, I guess. I don't travel the same routes. Frank",Negative
41,"If you liked the Grinch movie... go watch that again, because this was no where near as good a Seussian movie translation. Mike Myers' Cat is probably the most annoying character to ""grace"" the screen in recent times. His voice/accent is terrible and he laughs at his own jokes with an awful weasing sound, which is about the only laughing I heard at the theater. Not even the kids liked this one folks, and kids laugh at anything now. Save your money and go see Looney Tunes: Back in Action if you're really looking for a fun holiday family movie.",Negative
42,"I would just like all of the fans of this documentary to know that Martin Torgoff is my uncle and I am so darn proud of him. This mini-series that in shown on VH1 is a great look at the culture of drugs in the past 30 years and my uncle worked very hard on it. The amount of time and effort that I have watched him put into this documentary and the book that started it all (Can't Find My Way Home) makes it that much better to watch him on TV. I know that he loves what he does and he does it well. His eloquence is shown in the interviews, which he did himself, and the amazing additions that he himself adds to the commentary. From the music to the videos and everything in between, this is a great documentary that really shows the experience of the drug culture through the eyes of someone who lived through it. I appreciate any comments on this from those who enjoyed it (or didn't) and would love to hear from fans! Three cheers for uncle Martin!!!",Positive
43,"It is always sad when ""fringe"" movies such as this are overlooked by the majority of filmgoers. ""Panic"" is a wonderfully compelling and poignant study of a character who feels trapped in the pointlessness of his own life.<br /><br />William H. Macy, as Alex, is as convincing as always. This fine actor seems to have a special talent for pulling at your heartstrings, no matter how flawed his characters may be; we may not always condone the lifestyles of the protagonists he plays, but the emotions of fear and confusion that he evokes in us are often all too painfully familiar. The title, ""Panic,"" initially seems paradoxical, given the lack of overt emotion. At one point Alex tells his doctor that he rarely gets angry. Yet, as this story unfolds, it becomes increasingly obvious that rage and desperation, not indifference, are the driving forces behind this man's existence.<br /><br />More than once I was reminded of his performance in ""Fargo,"" another strongly character-driven movie. In both ""Fargo"" and ""Panic"" we witness a middle aged man who somehow seems to have stepped out of synch with the rest of life. He has lost his way, and the only way back deceptively appears to be though the darkness. He knows he is making bad choices, but desperation overpowers self-control and common sense.<br /><br />Alex connects with Sarah, a 23 year old woman (mesmorizingly played by Neve Campbell), whom he meets in a doctor's office. Thematically, this union is less coincidence, more the work of fate. Alex finds a certain comfort being with Sarah, sensing perhaps that she is a fellow drifter, like him, someone who has lost her way and is floating aimlessly through the rest of her life, waiting powerlessly for its inevitable conclusion.<br /><br />Opting for movies such as this is a shrewd and convincing way for Neve Campbell to answer those critics who question her acting abilities. Too often it is the characters she has played who are the weakness, offering Campbell no depth in which to flex her acting muscles. This performance, however, may be an eye-opener for many.<br /><br />In a perfect movie world, not only would there be many more films like ""Panic,"" but also they would reach and be appreciated by a much wider audience. If you watch movies for the richness and depth of characterization, rather than merely the latest state-of-the-art special effects, then, for you, ""Panic"" is unmissable. A+.",Positive
44,"This film is an entertaining, fun and quality film. The film very cleverly follows the guidelines if the book, and tries to stick to the exact lines. The actors are all suitable, and you would expect them to be the part. They use some famous actors which give a great effect on the film. The graphics is a bit dodgy in some parts, and there are quite a few mistakes throughout the film. There is no such thing as a Yellow Spotted Lizard, for example. The camp is not as gruesome as explained in the book, and they tend not to show the goings on in the camp as much as the book. All of his group are mentioned a lot in the book, but are not in the film. Overall, a great film for a rainy afternoon",Positive
45,"After viewing ""Whipped"" at a distributor's screening at the AFM the other night, I have to say that I was thoroughly impressed. The audience was laughing all the way through. Unfortunately, every territory was already sold, so I did not have the opportunity to purchase the film, but I truly believe that it will be a big hit both domestically and over seas. I agree with the comment that ""Whipped"" should not be pitched as a male ""Sex and the City,"" mainly because unlike ""Sex and the City,"" ""Whipped"" is a satire about dating that never takes itself too seriously. ""Whipped"" pokes fun at relationships in a way that most sex comedies wouldn't dare. Also, the film that I screened at the AFM had more of a plot and story than ""Swingers,"" ""Clerks,"" and ""Sex and the City"" combined. ""Whipped"" never slowed down for a beat and provided the audience with non-stop comedy. The performances of Amanda Peet and the rest of the cast were all rock solid, which only made the film more impressive considering the budget.",Positive
46,"Holy freaking God all-freaking-mighty. This movie was so bad, I thought I was on drugs. In a bad way... The character acting is the poorest thing I've seen in quite some time. This movie was more akin to Lord of the G-Strings, IMHO(it's a real movie). Most of the movie appeared to be done on a horrible green screen. My favorite part was when they are in the carriage, and you can tell there's no horse. They're fleeing from alien monsters, and going about the same speed as a swift jog. Then it switches to a far-shot with a ridiculous CG horse. And the CG in general seems to be sub-par to 1992's Beyond the Mind's Eye. I mean, Come on, really. It felt like a horrible episode of Hercules, only without Kevin Sorbo there to save the day. Worst. Movie. Ever.",Negative
47,"Kudos to the patience of Paul Muni, who spent hours and hours in the makeup room each day to look the part of Zola. Muni was the one of the biggest stars in the 1930s and I wonder how many people today -other than classic movie buffs - know anything about it. He was a giant in the business for at least a decade. He could have won the Academy Award for this performance, which would have given him two in a row, as he won it for playing Louis Pasteur the year before. My own opinion is that while he tended to overact a bit, I still think he was one of the great actors of the ""Golden Age."" Whatever part he played; you were riveted to the screen watching him.<br /><br />Unlike the Pasteur role, I thought this story smacked of a little too much of what we've seen in the last 60 years: going overboard to make a Liberal hero. Even in 1937, Hollywood couldn't suppress its disdain for police or for the military, here making it a point to tell us how ""corrupt"" those organizations are. Filmmakers just love it when authority is challenged and defeated. In that regard, this film is way ahead of its day since we've seen this big-time since the 1960s.<br /><br />However, it must be noted the facts support this story. It also does not in any way diminish Zola's accomplishments as a social reformer, getting rid of certain evils. Good for him! I wish they had spent more time showing that, than concentrating on one trial.",Negative
48,"The 3rd and in my view the best of the Blackadder series.<br /><br />The only downside is that there is no Lord Percy who was the funniest character from the previous series but Hugh Laurie's Prince Regent is suitably madcap laugh a line.<br /><br />As a package it's quality through and through with convincing regency sets, superb cutting sarcasm and little bits of the wacky, the 'macbeth' actors standing out and Prince Georges 'lucky us' chicken impression, and the missing words from Dr Johnson's dictionary.<br /><br />Few comedies have been quite as both clever as they are funny, okay the odd lame observation or line gets in but mostly it's a scream.",Positive
49,"This is one of those rare movies, it's lovely and compelling, dignified and quirky, a true gift. I consider it a prerequisite for any trip to Italy, or any vacation at all, because it reminds you to open yourself up to a broader experience (yup, find the magic). I especially loved Josie Lawrence, as Lottie Wilkins, but every lead and supporting actor is flawless in this film. Further the costumes, if you're drawn to fashion and costumes, are extraordinarily well done. I just wish they'd release it on DVD because I'm wearing my tape version out! <br /><br />Absolutely well worth your time, just make sure to settle in to watch it, without any interruptions.",Positive
50,"While Hollywood got sort of stagnant during the few years after WWII, England developed a very prolific film industry. In ""The Man in the White Suit"", inventor Sidney Stratton (Alec Guinness) creates a suit that never gets dirty. Unfortunately, this means that certain other businesses are now likely to go out of business! How can Sidney deal with this and maintain his dignity? This is an example of one of the great movies in which Alec Guinness starred before he became Obi Wan Kenobi. It's a good look at the overall absurdity of the business world. If you're planning to start any kind of business, you might want to consider watching this movie.",Positive
51,"Based on the average short story by horror writer Stephen King about so called 'Sleepwalkers' ancient and immortal cat-like creatures that suck the life out of virgins in order that this energy may sustain them They have supernatural abilities- they can make themselves 'dim' which means they become invisible and can create subliminal mirages to fool people.They have been fleeing humans for century's we are told and have one by one been picked off till there are only two left.The film starts when a beautiful mother and her son arrive in a sleepy town, they are the last of the sleepwalkers and they are on the prowl for virgins to feed on. The mother sends her son out to enrol at the local high school so he can find a virgin, he does (Madchen Amick) and proceeds to try to get her alone so he can suck her dry. It is not made clear why the mother cannot seek out virgins herself- it would make things easier one would imagine as teenage boys are much more apt to follow a older beautiful woman to a secluded area than a teen girl follow a teen boy. However his plans are thwarted as the girl fights back, jabbing a pencil in to his ear. The police are called and the hunt is on!. The son is sick from his injuries and so the mother goes on the rampage killing cops left and right in her hunt for the girl who hurt her son and spouting some painfully unfunny one liners amidst the gore. Finally the girl kills the mother- end of movie. This movie is rubbish!. The acting is variable, from the average Brian Krause to the excellent Alice Krige. The special effects are average,and showcase some early computer effects which is mildly interesting as it shows how far such things have progressed in such a short time. The direction is muddled and the film falls in to camp in places. The director seems unsure whether we are supposed to fear the sleepwalkers or sympathise with them and when in doubt allows the film to become hysterical. Stephen King makes a mildly amusing cameo as an annoying gardener as does Mark Hamill, as a puzzled cop. Alice Krige seems to shoulder the film, her character is given depth and she gives an indication of what the film could have been with a better screenplay and better direction.",Negative
52,"Years after the fall of the last of the great corporations, the world has fallen into a new dark age where cyborgs are harvested for their parts. Cash, a female cyborg, travels to a wasteland doctor to receive news that she is pregnant. On the run from Recyclers (bounty hunters who hunt cyborgs), Cash tries to find her way to Cytown, the mythical refuge for cyborgs.<br /><br />""Cyborg 3: The Recycler"" is the third (& last so far) entry in the CYBORG trilogy. The first film was originally planned to be a sequel to MASTERS OF THE UNIVERSE, but was quickly rewritten into a standard post-apocalyptic martial-arts fest that became something of a cult classic due to its cheesy action scenes. CYBORG 2: GLASS SHADOW was a sequel that actually improved upon its predecessor but was not widely seen (& was dismissed by those few who saw it as cheap fodder).<br /><br />This film, for one thing, tries to be a meld of the first two films (the first was a cheesy action film while the second was a smart Cyberpunk story) but unfortunately falls short on both counts. The budget was obviously lower than CYBORG 2, with the film being set in the desert wastelands (like so many post-apocalyptic action films of the 90s were), shot around old industrial buildings to conserve costs.<br /><br />The film's story centres on a plot device, that of a pregnant cyborg, that is as interesting as it is absurd (this film is not the first to try that idea; the anime OVA series ARMITAGE III uses it to a greater extent). But the film falls into the same trap that so many low-budget sci-fi action films fall victim to, in the fact that the snags (synthetic organisms) featured are nothing more than androids. The visual effects amount to nothing more than prosthetic arms & makeup effects.<br /><br />The acting is pretty standard for this kind of film, with the lead actress (Khrystyne Haje) being the single worst performer on display. Instead of being joyed at the news she is pregnant, she acts all whiny & sullen. Her co-stars are much better, Malcolm McDowell being the usual gangster type who enlivens the scenes he appears in & Richard Lynch has a lot of fun as the chief villain. Of particular note is Andrew Byniarski, playing Lynch's right hand man, who would later appear in THE Texas CHAINSAW MASSACRE remake & its prequel.",Negative
53,"This program is a lot of fun and the title song is so catchy I can't get it out of my head. I find as I get older I am drawn to the wrinklies who get things done, and these four are excellent in their endeavors. Some of what they do is outrageous but brilliant considering that now days with our PC world we'd never be able to do it in real life. I always learn something from the shows. But if you like mystery, drama, comedy, and a little forensic work you'll love this show. It reminds me of Quincy, ME in one way and Barney Miller in another the way they work and inter-react with each other. They screw up a lot but they get the job done, and that's what counts.",Positive
54,"Watching John Cassavetes film, Opening Night, I was reminded of something that Quentin Tarantino said once in an interview about personal experience in being a creator of art or acting. He referred to an example of, say, if he ran over a dog while on his way to act in a play that it wouldn't be the end of his life but that it would affect him, and that, without a doubt, he would have to bring that experience with him on stage even if it was a light comedy. ""Otherwise,"" as he said, ""what am I doing?"" I couldn't help but think of his words when watching Gena Rowland's character, Myrtle Gordon, who for almost a whole week or so goes through a very similar scenario. There is more to this in Cassavetes' film, of course, since it's about how the theater works around a star actress, what emotion and human nature mean when looking at playing a character, and how one lives when all one has (like Myrtle Gordon) is the theater.<br /><br />Near the beginning of the film, after exiting a performance, Myrtle is signing autographs and one such fan named Nancy comes up to her favorite star and pours her heart out to Myrtle. It's a touching little moment, but it doesn't last as she has to get in the car (pouring rain and all). She then watches in horror as the girl, who stood right next to the car as it drove off, gets hit by another car in an auto accident. She's not sure really what happened, but then finds out the next day that in fact the girl did die from the hit. From then on she's sort of stunned by this even after she thinks it's out of her system. At first this shows in small ways, like when she rehearses a scene with her fellow actor (played by Cassavetes) and can't seem to stand being hit - she blames it on the lack of depth in the character (the writer: ""What do you think the play lacks?"" ""Hope,"" says Myrtle)- but then Nancy starts to show up to her, an apparition that to Myrtle is all to real, until she's suddenly gone.<br /><br />Cassavetes, as in the past films, is after a search for what it means to have emotion, to really feel about something and feel it, or the lack thereof, and how it affects others around the person. This isn't exactly new ground for Rowlands, who previously played a woman on the edge of herself in Woman Under the Influence (in that case because of alcohol), nor would it be alien territory for costar Ben Gazzara, who just came off starring in Killing of a Chinese Bookie. But the actors express everything essential to their characters in every scene; Cassavetes doesn't tell them how to get from A to B in a scene, and he doesn't need to. There's a mood in a Cassavetes film that trumps the sometimes grungy camera-work. You know Myrtle, for example, should be content somehow, even if it isn't with the plot. But she's haunted, and is unsatisfied with her character's lack of depth and the tone of the play (""Aging, who goes to see that?"" she asks the playwright), and it starts to affect those around her too.<br /><br />The question soon becomes though not what is the usual. A conventional dramatist would make the conflict 'Will she be able to go on stage, will the show go on?' This isn't important for Cassavetes, even if it's there, as is the question 'Will she be alright?' Perhaps going through such a grueling play as ""The Second Woman"" could help her work out her personal demons and her losing her grip on reality (seeing Sara and attacking her in front of total strangers, who wonder what the hell is going on)? Or will the play's lack of hope strain everything else wrong with her? The depths Rowlands makes with her character are intense and harrowing, and that it's expected doesn't mean it's any duller than Woman Under the Influence- if anything, it's just as good as that film at being honest about a person in this profession, and consequently the other performances are just as true, from Gazarra to Nancy played by a subtle Laura Johnson. Cassavetes answers to his own posed questions aren't easy.<br /><br />One of the real thrills of Opening Night, along with seeing great actors performing an amazing script, is to see Cassavetes take on the theater the way he does. We see the play performed- and it's apparently a real play- and we only know slightly what it's about. When we see the actors on the stage performing it, we wax and wane between being involved in what melodrama is going on (relationship scuffling and affairs and the occasional slap and domestic violence) and the improvisation of the actors. I wondered watching how much really was improvised, how much Cassavetes allowed for the other actors to do in the scenes where Myrtle starts to go loopy or, in the climax, is completely smashed. He's on the stage, too, so it must have been something for them to work it out beforehand and let what would happen happen.<br /><br />It's funny, startling, chilling, and edge-of-your-seat stuff, some of the best theater-on-film scenes ever put in a movie, and we see the lines between actor on stage, actor on film, actor with actor, blur together wonderfully. Opening Night is a potent drama that is full of frank talk about death and madness, reality and fiction, where the love is between people, and really, finally, what does 'acting' mean?",Positive
55,"I am a huge fan of Vonnegut's work and I'm very fond of this movie, but I wouldn't say that this is a film of the ""Mother Night"" that I read. When people say that Vonnegut is unfilmable, two things come to my mind. One is that many of his themes are very near the knuckle or even taboo, despite the accusation sometimes used against him that he chooses relatively ""easy"" targets for his satire. This means less every day that passes as far as filmability is concerned. Directors these days appear to revel in breaking taboos and I have high hopes for the version of ""Bluebeard"" now in production. Amazing to think that an innocent piece like Vonnegut's ""Sirens of Titan"" would probably have been the equivalent of ""R"" rated if filmed when it was published back in the 50s, for its violence, language and sexual and thematic content, though it's a tragedy that nobody's come up yet with a filmable script for it. And in the present economic climate, I also hope some director out there is looking closely at ""Jailbird"", ""Galapagos"" and ""Hocus Pocus"".<br /><br />The other thing is his narrative style, heaping irony upon irony upon irony but still making it hilariously funny. It seems impossible to objectify, and that appears to be the biggest obstacle to making great films of his great novels, because the little authorial comments that colour our response as readers are just not possible in movies without resorting to too often clumsy techniques like ""talkovers"". Vonnegut suggested that there was a character missing from filmed versions of his work, himself as author/narrator. To its credit, ""Breakfast of Champions"" (the movie) tried to keep the comedy and came a bit of a cropper for its pains. As did another turkey made from a Vonnegut novel, ""Slapstick"" in an even more spectacular way.<br /><br />Still, there's nothing wrong with a director giving us his subjective interpretation of Vonnegut, and ""Mother Night"" is an excellent example of how, as another reviewer put it, a good director can add a visual poetry to a source like this. But so much of the humour is lost that though it's the same plot, it's not really from the same novel I read. If it had been, I'd probably have been rolling in the aisles laughing a few times watching it. For a reader of the novel, I think a chuckle even at the end is forgivable. The end of the film, however, is truly poignant, and I think one of the film's successes is that it can genuinely leave you feeling that you've watched someone walk a razor's edge between good and evil, and the jury is still out.<br /><br />Standing alone and of itself it's well worth a look. Technically there are some minor but glaring errors, notably in continuity, and it too often looks drab and theatrical, but most of the time it hits an acceptable note and occasionally shows considerable imagination and resourcefulness. The acting in general is of a high order, even if maybe the dialogue is by today's standards a little stilted.<br /><br />It survives quite well watching back to back with ""Slaughterhouse-5"", and there is actually quite a bit more ""good"" filmed Vonnegut out there, mostly versions of his short stories - ""Harrison Bergeron"", ""Who Am I This Time?"" and some other things like, of course, the misfiring filmed version of his very funny but disposable play, ""Happy Birthday Wanda June"". Also there was an interesting piece , if it still exists, done in the 70s called ""Between Time And Timbuktu"" which Vonnegut apparently didn't like much, although he was involved in its production, because he felt it misinterpreted him in its generality. He said it reminded him of the bizarre surgical experiments performed in the HG Wells tale ""The Island of Dr. Moreau"", but it did for many people serve as an excellent introduction to his work.<br /><br />But if the films don't make you want to go to the superior source material, they're not doing their job.<br /><br />As the man said, more or less, the big show is inside your head.",Positive
56,"Ecstasy (1933) (USA 1940) Starring Hedy Lamarr (as Hedy Kiesler)<br /><br />The world's first glimpse of a 19 year-old Hedy Lamarr occurs in the early moments of this 1930's treasure as she sweeps across the screen in an angelic wedding gown. This was to be the start of a legendary career. This was our glorious introduction to the most beautiful woman ever to grace the silver screen.<br /><br />It is Eva's (Lamarr) wedding night and her older husband seems uninterested in her romantic advances. She retreats to the lonely bed and, in a beautiful scene, she fiddles with her wedding ring as the realization of her marital mistake overcomes her. The husband seems more interested in neatness and order than he does in love. Gustav Machaty uses gorgeous camera angles and pristine shot framing to capture Lamarr's considerable talent and beauty. With no words spoken in the early part of the film, she is able to grasp our sympathy, our hearts and our support. It is that combination that prepared the 1930's audiences for what they were about to see as the film unfolded. 'Ecstasy' was considered shocking for its time... Some thought it to be scandalous.<br /><br />She returns home to her father's estate and files for divorce. The next day, she wakes with a complete sense of freedom and happiness. She just has to go outside and feel the freedom of the countryside and fresh air. Eva goes for a horseback ride and happens across a beautiful lake. And in one of the most famous scenes in film history, Hedy Lamarr became the first person to ever appear nude in a major film. Her frolic in the woods and her skinny-dipping adventure in the lake were legendarily scandalous. But the audiences couldn't stay away. As with many of today's movies, the controversy made it a must-see film.<br /><br />Eva's mischievous adventure introduces her to a handsome young man who helps her find her horse, who had run off with her clothes. After an awkward meeting, they eventually fall for each other. Their first romantic rendezvous was almost as controversial as the nude scene, with its blatant waves of eroticism. However, Machaty does beautiful work in these romantic moments. Machaty creates one delightful moment, when Eva literally seems to sink into her new lover, using a gorgeous early camera trick.<br /><br />It cannot be overstated how brave this performance was on Lamarr's part. Many might have presumed it was career suicide. Instead, it gained her worldwide fame and caught the eye Louis B Mayer, who signed her to a contract with MGM. There are some truly erotic moments in this film, even by today's raunchy standards. It is impossible to imagine how they were received in the 1930's. Again, Machaty was very clever with his imagery, leaving a lot to the imagination. But we all understand very well what we are seeing and it is supremely well done.<br /><br />The meeting of Eva's former husband and her current lover is perhaps inevitable. However, the consequences of that meeting are not. The film takes a few unexpected turns in its final act and it all makes for a great story and a lovely debut on the grand stage of movie stardom for Hedy Lamarr.<br /><br />I highly recommend this once controversial, now tame film and urge you to seek it out in its restored form on DVD. It is easily worthwhile, if only for the pleasure of seeing Hedy Lamarr. But the story is compelling too and the direction is ahead of its time. 'Ecstasy' is a memorable early treasure.<br /><br />www.tccandler.com - TC Candler's Movie Reviews!!!",Positive
